id,name,slug,tagline,shortenedUrl,commentsCount,createdAt,featuredAt,updatedAt,pricingType,topic_id,topic_name,topic_slug,redirectToProduct_id,redirectToProduct_slug,disabledWhenScheduled,votesCount,productState,thumbnailImageUuid
487899,Thunderbit,thunderbit,Personalized web AI copilot,/r/p/487899,327,2024-09-12T00:01:00-07:00,2024-09-12T00:01:00-07:00,2024-09-22T14:12:36-07:00,free_options,34,Chrome Extensions,chrome-extensions,,,True,1369,default,88e998bd-77e3-4bca-ba71-e8dfdad0c66f.png
479468,ContentRadar,contentradar,Transform your best writing and podcasts into LI and X posts,/r/p/479468,361,2024-09-12T00:01:00-07:00,2024-09-12T00:01:00-07:00,2024-09-22T08:11:22-07:00,free_options,164,Marketing,marketing,,,True,1003,default,b0150128-e849-48b8-92a3-e00b3e916372.png
488612,Zight AI,zight-ai,Press record and let Zight AI improve your workflow,/r/p/488612,123,2024-09-12T01:28:55-07:00,2024-09-12T01:28:55-07:00,2024-09-22T08:09:17-07:00,free_options,46,Productivity,productivity,,,True,613,default,d5b3a893-2012-46b5-891d-b3d1bc868687.gif
488607,Youform,youform,A free Typeform alternative,/r/p/488607,213,2024-09-12T00:01:00-07:00,2024-09-12T00:01:00-07:00,2024-09-22T13:39:50-07:00,free,164,Marketing,marketing,,,True,677,default,9aea165a-509c-42e0-9214-b3c11dc1c7d9.png
488715,Zigma by NextUI (YC S24),zigma-by-nextui-yc-s24,Connect your design files to production code in minutes,/r/p/488715,179,2024-09-12T00:01:00-07:00,2024-09-12T00:01:00-07:00,2024-09-22T08:09:18-07:00,free_options,44,Design Tools,design-tools,,,True,502,default,6a9f9185-c42d-46d8-a0b4-dea6372d74bb.jpeg
487253,Scrap.io Maps Connect,scrap-io-maps-connect,Get company email & social media profiles from Google maps,/r/p/487253,195,2024-09-12T00:01:00-07:00,2024-09-12T00:01:00-07:00,2024-09-22T12:42:23-07:00,free_options,71,Sales,sales,,,True,284,default,9e135a32-785a-437f-85cb-8e2c94f5d435.png
487955,Embedded Recording SDK by Velt,embedded-recording-sdk-by-velt,Add AI powered Loom-style recording to your product!,/r/p/487955,133,2024-09-12T00:01:00-07:00,2024-09-12T00:01:00-07:00,2024-09-22T12:01:34-07:00,free_options,237,SaaS,saas,,,True,274,default,56de231d-8a8e-434d-9478-c0acfe42ea8f.png
486923,Sparky,sparky-2,Guided journaling and reflection,/r/p/486923,139,2024-09-12T00:01:00-07:00,2024-09-12T00:01:00-07:00,2024-09-22T13:39:51-07:00,free,96,Notes,notes,,,True,256,default,2bffb019-198f-4e2d-919f-3c04f9f0c0f6.png
488031,Airbounce for Mac,airbounce-for-mac,One magic button for easier calls,/r/p/488031,118,2024-09-12T00:01:00-07:00,2024-09-12T00:01:00-07:00,2024-09-22T13:39:52-07:00,free_options,46,Productivity,productivity,,,True,257,default,3f6e61a4-7cc0-4dae-af81-fad7e252518d.png
488707,Exportify,exportify-2,Export your Spotify playlists,/r/p/488707,69,2024-09-12T00:01:00-07:00,2024-09-12T00:01:00-07:00,2024-09-22T13:41:17-07:00,free,57,Music,music,,,True,237,default,2fad72a1-d4d2-4cc5-bac7-abbaec6950d8.png
488512,Fujiyama,fujiyama,Practice natural Japanese conversation in real-time with AI,/r/p/488512,84,2024-09-12T00:01:00-07:00,2024-09-12T00:01:00-07:00,2024-09-22T13:41:18-07:00,free,209,Languages,languages,,,True,205,default,6025e3ac-bc51-4693-8bcc-c27103b5876c.png
488617,SpeedNote AI,speednote-ai,Convert your typo-riddled mess into clear notes,/r/p/488617,99,2024-09-12T00:01:00-07:00,2024-09-12T00:01:00-07:00,2024-09-22T14:21:22-07:00,free_options,46,Productivity,productivity,,,True,190,default,676bfbf6-080b-4579-813e-c010341eb04e.png
488521,Emojify,emojify-bff19e65-becd-468b-adc2-c04ceb4fe618,Streamline emojis in Slack,/r/p/488521,77,2024-09-12T00:01:00-07:00,2024-09-12T00:01:00-07:00,2024-09-22T14:21:23-07:00,free,22,Slack,slack,,,True,153,default,8375afb2-1904-4089-bafb-bcbf24067aff.png
487256,Ouro,ouro,Collaborative monetization platform for technical creators,/r/p/487256,88,2024-09-12T00:01:00-07:00,2024-09-12T00:01:00-07:00,2024-09-22T12:01:37-07:00,free,46,Productivity,productivity,,,True,157,default,b94a6253-eb71-47fe-88d2-b7d07467523c.svg
488223,Pantry AId,pantry-aid,"Organize, track, and save with AI-powered pantry management",/r/p/488223,74,2024-09-12T00:01:00-07:00,2024-09-12T00:01:00-07:00,2024-09-22T11:11:22-07:00,free_options,46,Productivity,productivity,,,True,147,default,bc8b7258-19c0-4eda-8568-f3f9ed131f3d.png
488533,Foundation,foundation-1cd06cfe-657f-4cdb-a9e0-014111982a0f,Generate Figma variables based on Tailwind utility classes,/r/p/488533,49,2024-09-12T00:01:00-07:00,2024-09-12T00:01:00-07:00,2024-09-22T14:21:23-07:00,free,44,Design Tools,design-tools,,,True,142,default,05689782-ed4b-413a-9c52-eaa73d39e104.png
488967,Site Review Desk,site-review-desk,AI-Powered Website Reviews | Intelligent Recommendations,/r/p/488967,1,2024-09-12T13:01:58-07:00,,2024-09-22T08:09:29-07:00,free_options,44,Design Tools,design-tools,,,True,4,default,a1d06d81-7d81-444a-9927-23d82de525aa.vnd.microsoft.icon
488938,K8State,k8state,Revolutionize Kubernetes Management,/r/p/488938,2,2024-09-12T11:23:00-07:00,,2024-09-22T08:09:26-07:00,free,89,Open Source,open-source,,,True,5,default,8853e839-9de7-425c-b652-18edcc1b4bf2.png
488767,Intuitive Health Services,intuitive-health-services,Connecting healthcare professionals,/r/p/488767,5,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:26-07:00,free,41,Hiring,hiring,,,True,6,default,c39e0829-9e32-4929-b484-b12dd4a13875.png
488766,Telegramsjs,telegramsjs,Telegramsjs - is a lightweight Node.js library for ccreating,/r/p/488766,3,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:26-07:00,free,88,API,api-1,,,True,6,default,e96a685c-3939-4cd8-8be5-df2fe3d26d21.svg
488764,Deck Guru,deck-guru,Get Instant AI Feedback on Your Pitch Deck,/r/p/488764,9,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:21-07:00,free,208,Venture Capital,venture-capital,,,True,13,default,0233c683-1b99-4486-ab30-78a87b497b17.png
488762,No-BS SaaS Figma Template PRO,no-bs-saas-figma-template-pro,For Design-Minded SaaS Founders – Now with Dark Mode & More,/r/p/488762,11,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:21-07:00,payment_required,237,SaaS,saas,,,True,14,default,209acbef-75e3-40b5-9f87-f90ecead9b6d.png
488755,Quick Design,quick-design-2,Graphic design tool,/r/p/488755,22,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:21-07:00,free_options,44,Design Tools,design-tools,,,True,16,default,2fb555eb-2179-434c-a416-9c33ab459569.x-icon
488750,Text2Curve,text2curve,One click to curve it all.,/r/p/488750,7,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:27-07:00,free,44,Design Tools,design-tools,,,True,5,default,340491f5-01ab-49e5-b82d-ffc0e2957c33.jpeg
488749,BetU,betu,Head-to-head sports betting app,/r/p/488749,1,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:24-07:00,free,104,Social Media,social-media,,,True,6,default,b0e635db-9fcf-42de-8ef3-3112059425e0.png
488744,Niddam_AI,niddam_ai,Your Private Chatbot,/r/p/488744,9,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:22-07:00,free_options,268,Artificial Intelligence,artificial-intelligence,,,True,12,default,139a2395-2e57-47c4-bd05-4be51ab0ce4c.vnd.microsoft.icon
488740,ai-hug.org,ai-hug-org,Free Video AI Hug Generator Makes People Hug Virtually,/r/p/488740,4,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:28-07:00,free_options,76,Art,art,,,True,5,default,5a3b75be-1b6e-4c33-9c7e-b0e84fb90286.vnd.microsoft.icon
488738,Soulron,soulron,Roguelite Creature Battling,/r/p/488738,3,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:27-07:00,payment_required,140,RPGs,rpgs,,,True,5,default,6ca61118-9215-494b-bf9b-281f1b606f6c.png
488735,Gyfties,gyfties,Create and share your wishlist!,/r/p/488735,2,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:27-07:00,free,278,E-Commerce,e-commerce,,,True,5,default,c3af1b2d-c108-497a-a1c8-3d3e300426d3.png
488732,Techlife Homes,techlife-homes,Your ultimate guide to the latest and trendiest tech gadgets,/r/p/488732,2,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:24-07:00,payment_required,278,E-Commerce,e-commerce,,,True,7,default,92f5fa16-e7fb-419e-b406-12a07990a6f2.png
488730,TokenX5.com,tokenx5-com,"Stay updated on Bitcoin, Ethereum & crypto never miss a beat",/r/p/488730,1,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:28-07:00,free,46,Productivity,productivity,,,True,4,default,7ea2ee5d-fd22-4085-9a88-bcbbb18359b3.png
488728,Ideas Playbook,ideas-playbook,Find Ideas that make you $$$,/r/p/488728,2,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:20-07:00,payment_required,164,Marketing,marketing,,,True,21,default,0a364ac7-3916-4094-899c-a27b3a8f3733.png
488727,Emblematico,emblematico,Transform your logo into compelling marketing assets,/r/p/488727,2,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:24-07:00,free_options,44,Design Tools,design-tools,,,True,7,default,d2d01ae1-cdb1-4446-aeda-32d42e10153f.x-icon
488724,Online Zen Garden,online-zen-garden,Draw in the Sand and Create a Zen Garden in Your Browser,/r/p/488724,3,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:24-07:00,free,44,Design Tools,design-tools,,,True,7,default,d7103dff-e92f-4aa8-9ef6-9a9aa0aa53e3.png
488723,Bring Traffic $1 Trial,bring-traffic-1-trial,Bring Massive Traffic with $1 Trial,/r/p/488723,3,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:28-07:00,payment_required,164,Marketing,marketing,,,True,5,default,962e3f8e-5b68-4e05-a76a-baf35d401f17.jpeg
488722,SYSTEM Exclusive Traffic ,system-exclusive-traffic-3,"Boost conversions with exclusive, niche-specific visitors.",/r/p/488722,3,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:29-07:00,payment_required,71,Sales,sales,,,True,4,default,9dba137f-9814-40e9-98bb-d44017d11ae1.jpeg
488720,How Are We Today?,how-are-we-today,Journal with strangers—view humanity at it’s core,/r/p/488720,2,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:23-07:00,free,665,Lifestyle,lifestyle,,,True,8,default,5eed073a-161c-4519-8e02-02b5cb651ede.jpeg
488719,gliph,gliph-2,Mask your sensitive Data!,/r/p/488719,15,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:20-07:00,free,89,Open Source,open-source,,,True,52,default,9059181b-f908-4188-b0d4-bc606a938972.png
488716,OS Analytics ,os-analytics,Open Source software tracking micro-interactions on websites,/r/p/488716,1,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:21-07:00,free,89,Open Source,open-source,,,True,14,default,2f0d6b22-d1df-4b65-b707-6b1783ef940c.png
488709,HealthmaxAI,healthmaxai,"Lose Weight, Gain Muscle & Improve Your Health with AI",/r/p/488709,2,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:27-07:00,free_options,2,Android,android,,,True,5,default,eb3c6873-afac-4f3b-bfbd-82190721fd3c.png
488704,Snapshift,snapshift-2,Transform any image into stunning AI art styles,/r/p/488704,1,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:24-07:00,free_options,251,Photography,photography,,,True,6,default,b827b0a2-2ff3-40a8-b705-b846bc50e3a1.x-icon
488702,Delivery Bags,delivery-bags,Customisable Delivery Bag for Couriers,/r/p/488702,2,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:28-07:00,payment_required,867,Food Delivery,food-delivery,,,True,5,default,75b3e483-6959-41e6-b643-8ce552a9ece1.x-icon
488700,نقيب للمعلومات ,1-ebd1634a-5b5d-431d-b64f-cd1b73a4a349,موقع نقيب للمعلومات شروحات حول تحقيق الربح من الانترنت ,/r/p/488700,1,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:29-07:00,free,268,Artificial Intelligence,artificial-intelligence,,,True,4,default,5e538226-801d-4e6b-9d7d-13447e71181a.png
488693,GDPR Guru,gdpr-guru,Assess whether your actions violate GDPR using AI,/r/p/488693,1,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:27-07:00,,248,Privacy,privacy,,,True,5,default,f10fbcf6-58e9-4fc7-8d34-9358eac8f734.png
488691,Next Relations,next-relations-2,Next Relations: Simplify Your Business with a Complete CRM,/r/p/488691,7,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:24-07:00,payment_required,71,Sales,sales,,,True,7,default,a6c99e50-5e5a-418f-bf3f-052e4fe900f5.png
488684,temprl.pro,temprl-pro,✨ Structure Your Un-Structured Data with Clicks 🖱️,/r/p/488684,14,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:20-07:00,,267,Developer Tools,developer-tools,,,True,26,default,7283dec0-3b3d-4b4d-b9bf-992b87040d76.jpeg
488683,Peterson Technology Partners,peterson-technology-partners,Empower Your Team With Top IT Talent,/r/p/488683,4,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:29-07:00,free,41,Hiring,hiring,,,True,4,default,621ff8dc-e6c0-405c-a200-0e2066632ebf.png
488682,True 15 Puzzle,true-15-puzzle,Puzzle game that brings back the nostalgia of retro designs,/r/p/488682,8,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:27-07:00,payment_required,150,Puzzle Games,puzzle-games,,,True,5,default,09fab08e-38bb-410f-9364-33d3c8934e1b.png
488680,Magic Shorts - Faceless Videos,magic-shorts-faceless-videos,Auto Create & Upload Videos to Your Youtube Channel Everyday,/r/p/488680,19,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:21-07:00,free_options,268,Artificial Intelligence,artificial-intelligence,,,True,13,default,d9ef197e-28b0-4c44-8c09-417f9cfc6f09.jpeg
488679,Birthday Wingman,birthday-wingman,Birthday Wingman,/r/p/488679,3,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:25-07:00,payment_required,103,Dating,dating,,,True,6,default,5b7fbe91-701a-4b96-8ab4-4bc42c2dc6ed.x-icon
488675,Lambda Lens,lambda-lens,Developer Tool for AWS Lambda Performance Optimization,/r/p/488675,1,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:30-07:00,free,267,Developer Tools,developer-tools,,,True,12,default,f8fb1bf7-a620-4204-b3b5-e3fb26baf7d9.png
488669,Hume AI,hume-ai,The foundational voice model for any interface,/r/p/488669,7,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:23-07:00,free_options,268,Artificial Intelligence,artificial-intelligence,,,True,9,default,f2e31f01-a778-4e9d-a31f-24a8f0104bc1.x-icon
488666,bitlife unblocked,bitlife-unblocked,Play Online Life Simulator Game,/r/p/488666,1,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:29-07:00,free,152,Free Games,free-games,,,True,5,default,84cf2ee2-fd44-406b-8d18-ed72f0b7c318.png
488665,Snow Rider 3d,snow-rider-3d,Play Snow Rider 3D,/r/p/488665,0,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:29-07:00,free,152,Free Games,free-games,,,True,4,default,f4a8f788-7ee5-4896-8eab-4fa4eac5a306.png
488658,UsageFlow,usageflow,Optimize Revenue with Advanced Usage and Billing Metering,/r/p/488658,10,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:22-07:00,free,237,SaaS,saas,,,True,10,default,b2426e0d-5fb5-4e40-8a88-e62c56cf3672.png
488655,Next Relations,next-relations,Elevate Your Customer Relationships,/r/p/488655,2,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:28-07:00,payment_required,71,Sales,sales,,,True,5,default,17a434f5-f743-4317-baf3-0ac948bd6c80.png
488649,Coaching Client Portal - Notion Template,coaching-client-portal-notion-template,Discover the power of the Notion Coaching Portal!,/r/p/488649,3,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:24-07:00,payment_required,72,Freelance,freelance,,,True,7,default,9ee3066f-68c2-4e19-abad-9a5b7ec44921.jpeg
488640,ELISI,elisi-2,House automatic floor plan generator,/r/p/488640,3,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:25-07:00,free,44,Design Tools,design-tools,,,True,6,default,927ec488-a12c-402a-b99f-520f06e6e3d5.png
488634,Robots.txt Report,robots-txt-report,Reporting when relevant companies update robots.txt files,/r/p/488634,6,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:22-07:00,free,268,Artificial Intelligence,artificial-intelligence,,,True,9,default,aeae9620-14f6-4bd2-9de5-7e30ee6d1a97.jpeg
488632,CursorList,cursorlist,Directory of .cursorrule files and more for Cursor AI,/r/p/488632,5,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:23-07:00,free,268,Artificial Intelligence,artificial-intelligence,,,True,7,default,ecf9ba56-2bb5-4575-af1f-9bead3c43a34.png
488629,StructCalc,structcalc,StructCalc: Simplify construction with smart calculations.,/r/p/488629,3,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:29-07:00,free_options,2,Android,android,,,True,4,default,f25e6ad9-746f-4d34-8831-780ab96162f6.png
488625,Start,start-4,Start working on your project as soon the vscode get opened.,/r/p/488625,25,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:20-07:00,free,46,Productivity,productivity,,,True,20,default,637b7e12-7ba6-4b7a-9fbd-f9b4a69c0182.png
488619,GitChat,gitchat,AI agent for GitHub pull request summaries and chat,/r/p/488619,33,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:19-07:00,free_options,267,Developer Tools,developer-tools,,,True,78,default,76079932-ebb4-40e7-8709-0c23f9d98cee.png
488618,Sharekitt,sharekitt,"Easy employee advocacy, great for product launches & events.",/r/p/488618,17,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:19-07:00,free_options,104,Social Media,social-media,,,True,117,default,03f0b97d-22e5-4f62-b874-9a3c578d5ff3.png
488613,Coupon AI ,coupon-ai,Amazon Promo Codes,/r/p/488613,2,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:25-07:00,free,278,E-Commerce,e-commerce,,,True,6,default,b1aed3cd-e0fc-4bea-bd53-917a9d8b06aa.png
488609,Project 3124,project-3124,a portal to the internet of the future ,/r/p/488609,2,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:24-07:00,free,232,Internet of Things,internet-of-things,,,True,6,default,178f782d-71f7-4e9d-8a27-b905f95e9d85.jpeg
488604,KaryaKeeper,karyakeeper,Project & Task Management Software,/r/p/488604,0,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:24-07:00,free_options,46,Productivity,productivity,,,True,6,default,03cb98f0-63b0-400f-8fd9-74d6cc35ca15.png
488603,keygunz,keygunz,an AI app for me helping us with famous software of internet,/r/p/488603,1,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:26-07:00,free_options,46,Productivity,productivity,,,True,6,default,afbccf7c-e3f6-4a10-9db2-472841e249b9.png
488602,CopyFlow Pro,copyflow-pro,Supercharge Your PPC Campaigns with AI-Powered Ad Copy,/r/p/488602,4,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:23-07:00,free_options,164,Marketing,marketing,,,True,8,default,eca74b6d-1a7c-413f-a736-97ce4b8c75b7.x-icon
488600,ColorfulSound.app,colorfulsound-app,Immerse Yourself in Tranquil Sounds,/r/p/488600,3,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:25-07:00,free,43,Health & Fitness,health-fitness,,,True,6,default,63266b0b-1de5-45cb-9765-f9d162eaf204.png
488599,CustEx,custex,Force the 1% to improve the world!,/r/p/488599,8,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:27-07:00,free,104,Social Media,social-media,,,True,5,default,0bb1e7e5-1463-48d3-899d-60be05a413d4.png
488598,Tech Career GPT,tech-career-gpt,Power-up your CV tailoring it to each job application.,/r/p/488598,13,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:21-07:00,free_options,41,Hiring,hiring,,,True,16,default,951d195c-bc6a-4e2f-a354-f437b6a60b2e.png
488596,SuperStudentAI,superstudentai,AI quizzes based on your notes—just like scrolling TikTok!,/r/p/488596,14,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:21-07:00,free,204,Education,education,,,True,15,default,1fbc17b2-a583-49fc-af70-0729976cf8cd.png
488591,Bookwriters,bookwriters,We're enhancing the way people write book,/r/p/488591,1,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:27-07:00,free_options,46,Productivity,productivity,,,True,5,default,183c487b-5cb5-4b3c-8f58-6e5dbad050ce.png
488590,Subtitly for Mac,subtitly-for-mac,Live Subtitles for Meetings,/r/p/488590,1,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:23-07:00,,19,Mac,mac,,,True,8,default,3b9592e1-5720-4f3a-9ee7-ad4e55d74a17.png
488588,Simple Chat Hub,simple-chat-hub,One-click sync with multiple AI platforms for conversations,/r/p/488588,7,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:26-07:00,free,34,Chrome Extensions,chrome-extensions,,,True,6,default,12d0925b-cb8f-4c8c-9625-3be08e7dbfaf.png
488586,LÖVE,love-2,Free 2D Game Engine,/r/p/488586,0,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:25-07:00,free,267,Developer Tools,developer-tools,,,True,6,default,346a09f7-6a64-4cd7-b07f-e021e6986b37.png
488585,Wi-Fi QR Co,wi-fi-qr-co,Generate Free Wi-Fi QR Codes for your businesses,/r/p/488585,1,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:28-07:00,free,274,Wi-Fi,wi-fi,,,True,5,default,d6f3f247-7eeb-4893-9012-13e942283aa3.png
488583,SuperSync - File Synchronizer,supersync-file-synchronizer,File Synchronizer,/r/p/488583,4,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:26-07:00,free_options,107,Storage,storage,,,True,6,default,70548312-9046-4033-8ac5-3f7ef325f47f.jpeg
488580,Reminder for Flying Blue 2.0,reminder-for-flying-blue-2-0,"Discover Cheap Tickets Today, Journey Tomorrow",/r/p/488580,3,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:20-07:00,free,8,iOS,ios,,,True,23,default,b3ca8c10-4c9e-4592-bd17-ae7f296d4a0e.png
488574,mple.ai,mple-ai,Transform and Engage sales with AI coaching,/r/p/488574,2,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:30-07:00,free_options,55,Customer Success,customer-success,,,True,4,default,3d76976a-83df-41d8-b1f7-8660b9f59e95.png
488573,Trendy clothing and accessories ,trendy-clothing-and-accessories,Online Fashion and clothing online at candywoo,/r/p/488573,5,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:28-07:00,free,553,Beauty & Fashion,beauty-fashion,,,True,5,default,6b11a024-03d6-4c3b-8d3f-0adb412d7edf.png
488572,MailConverterTools MSG to PDF Converter,mailconvertertools-msg-to-pdf-converter,Powerful Tool to Convert MSG to PDF With Attachments,/r/p/488572,3,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:23-07:00,free_options,46,Productivity,productivity,,,True,8,default,e5558a0a-69ad-4e1c-8b3f-7775fbfc4efb.x-icon
488569,Radio# Planning Tool,radio-planning-tool,Effortlessly plan radio ad campaigns in just one click!,/r/p/488569,4,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:23-07:00,free,207,Advertising,advertising,,,True,9,default,9eb045c2-63b4-4c91-8849-51da4d322eb2.png
488568,SIPSNITYA,sipsnitya,Educators Choice,/r/p/488568,4,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:23-07:00,free_options,2,Android,android,,,True,7,default,e537a222-a8df-461a-a175-b733fff308f3.png
488565,TelegDash,telegdash,"Manage Your Telegram Vip Channels, Telegram Dashboard",/r/p/488565,18,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:20-07:00,free_options,29,Telegram,telegram,,,True,22,default,56549f43-efc7-43ff-8963-f4932d9eb659.jpeg
488561,Reputable,reputable-3,The DeBank for Web3 Developers,/r/p/488561,3,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:30-07:00,free,108,Analytics,analytics,,,True,12,default,d62e44f0-43ef-4ac5-968e-97c271994b10.png
488556,Designlabb,designlabb-1,Unlimited design for SaaS startups,/r/p/488556,62,2024-09-12T00:01:00-07:00,,2024-09-22T10:09:58-07:00,payment_required,44,Design Tools,design-tools,,,True,50,default,fe7c7894-81e7-439b-ab44-b9f80992d36c.png
488555,IlyaSEO,ilyaseo-2,Find The Best AI Tools & Software For SEO,/r/p/488555,12,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:23-07:00,free,90,Writing,writing,,,True,9,default,f753a2b6-619c-4ac4-b807-346e5680f530.png
488549,PsycTest,psyctest,Free online psychological testing platform,/r/p/488549,1,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:28-07:00,free,665,Lifestyle,lifestyle,,,True,5,default,b0e4ce17-1c5c-462b-a159-f67298ff1341.png
488548,Nimbu,nimbu,Affordable & Easy-to-Use LMS Designed for Australian RTOs,/r/p/488548,4,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:27-07:00,free_options,204,Education,education,,,True,5,default,3682c546-34d2-4470-a46a-b9c5c70a9031.png
488547,Airbnb Booking Manager - Notion Template,airbnb-booking-manager-notion-template,Keep all your bookings under one tracker!,/r/p/488547,10,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:22-07:00,payment_required,355,Vacation,vacation,,,True,9,default,21d62a6a-11db-4bb0-82d7-aa70f6a599d7.png
488545,Bulk Font Replacer for Figma,bulk-font-replacer-for-figma,"Effortlessly replace fonts, everywhere.",/r/p/488545,0,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:25-07:00,free,44,Design Tools,design-tools,,,True,6,default,d52d716d-92b1-4ac2-a286-d1b8365252e1.png
488543,AvoMap v2.0,avomap-v2-0,Create 3D Videos Of Your Adventures,/r/p/488543,2,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:22-07:00,payment_required,250,Travel,travel,,,True,10,default,72f67ec5-a6c9-4f8c-8a98-ace2cac651e2.png
488541,AI Note Taker - Voicely,ai-note-taker-voicely,"ios,app,transcribe,ai,note,taker",/r/p/488541,2,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:25-07:00,free,96,Notes,notes,,,True,6,default,a822ecf1-b861-442a-a3a5-b66925786f19.webp
488540,AWS Startup Credits,aws-startup-credits,"$3K, $5K, $10K, $25K AWS Credits",/r/p/488540,1,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:25-07:00,payment_required,71,Sales,sales,,,True,7,default,1fad6cf5-75c3-45cb-8f8c-0c809c5f889b.png
488539,Confidentier,confidentier,Sharpen your presentation skills,/r/p/488539,3,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:26-07:00,free_options,46,Productivity,productivity,,,True,6,default,40485813-c260-4e9b-a8e5-a2386001e97a.jpeg
488538,TechStack AI Genie,techstack-ai-genie,AI-Powered Free Technology Stack Recommender,/r/p/488538,6,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:22-07:00,free,247,Software Engineering,software-engineering,,,True,12,default,9423d51d-213f-4f45-82cf-7de129ff8598.gif
488537,Software Testing Tool,software-testing-tool,Empower Agile QA with Crosscheck,/r/p/488537,9,2024-09-12T00:01:00-07:00,,2024-09-22T08:09:23-07:00,free_options,48,Task Management,task-management,,,True,7,default,dc9f1510-105b-4c93-aa35-6cf83e18eca7.png
